Perturb Freq,Filter Size,Mu,Psi,Is SVD,Overshoot,Convergence Time
13.5,600,0.02,0.0001,False,1000.0,90.0
13.5,600,0.02,0.001,True,14.39049769318948,11.839780444319793
13.5,600,0.02,0.001,False,1000.0,90.0
13.5,600,0.02,0.01,True,14.39049769318948,11.839780444319793
13.5,600,0.02,0.01,False,1000.0,90.0
13.5,600,0.02,0.1,True,14.39049769318948,11.839780444319793
13.5,600,0.02,0.1,False,1000.0,90.0
13.5,600,0.03,0.0001,True,31.80048636775526,24.133295939421856
13.5,600,0.03,0.0001,False,1000.0,90.0
13.5,600,0.03,0.001,True,31.80048636775526,24.133295939421856
13.5,600,0.03,0.001,False,1000.0,90.0
13.5,600,0.03,0.01,True,31.80048636775526,24.133295939421856
13.5,600,0.03,0.01,False,1000.0,90.0
13.5,600,0.03,0.1,True,31.80048636775526,24.133295939421856
13.5,600,0.03,0.1,False,1000.0,90.0
13.5,600,0.04,0.0001,True,51.74820024381591,44.169755003105024
13.5,600,0.04,0.0001,False,1000.0,90.0
13.5,600,0.04,0.001,True,51.74820024381591,44.169755003105024
13.5,600,0.04,0.001,False,1000.0,90.0
13.5,600,0.04,0.01,True,51.74820024381591,44.169755003105024
13.5,600,0.04,0.01,False,1000.0,90.0
13.5,600,0.04,0.1,True,51.74820024381591,44.169755003105024
13.5,600,0.04,0.1,False,1000.0,90.0
13.5,600,0.05,0.0001,True,166.05962026610473,55.287766181213556
13.5,600,0.05,0.0001,False,1000.0,90.0
13.5,600,0.05,0.001,True,166.05962026610473,55.287766181213556
13.5,600,0.05,0.001,False,1000.0,90.0
13.5,600,0.05,0.01,True,166.05962026610473,55.287766181213556
13.5,600,0.05,0.01,False,1000.0,90.0
13.5,600,0.05,0.1,True,166.05962026610473,55.287766181213556
13.5,600,0.05,0.1,False,1000.0,90.0
13.5,600,0.06,0.0001,True,1000.0,79.00699132594802
13.5,600,0.06,0.0001,False,1000.0,90.0
13.5,600,0.06,0.001,True,1000.0,79.00699132594802
13.5,600,0.06,0.001,False,1000.0,90.0
13.5,600,0.06,0.01,True,1000.0,79.00699132594802
13.5,600,0.06,0.01,False,1000.0,90.0
13.5,600,0.06,0.1,True,1000.0,79.00699132594802
13.5,600,0.06,0.1,False,1000.0,90.0
13.5,600,0.07,0.0001,True,1000.0,89.97596105691218
13.5,600,0.07,0.0001,False,1000.0,90.0
13.5,600,0.07,0.001,True,1000.0,89.97596105691218
13.5,600,0.07,0.001,False,1000.0,90.0
13.5,600,0.07,0.01,True,1000.0,89.97596105691218
13.5,600,0.07,0.01,False,1000.0,90.0
13.5,600,0.07,0.1,True,1000.0,89.97596105691218
13.5,600,0.07,0.1,False,1000.0,90.0
